period radius
23.9801 1.3593
43.8445 2.9677
6.1649 0.8230
19.1811 3.3228
3.3808 1.9336
82.2929 2.5441
44.2993 2.2754
11.4761 1.8331
25.2632 1.5138
5.3920 2.8349
4.5216 1.3397
0.3418 1.7089
18.9306 1.9542
15.9514 1.4968
2.9862 1.3257
4.6260 1.9783
22.5986 0.9699
8.3613 1.1460
174.5103 2.5792
16.7971 2.5937
64.0018 2.3410
21.3016 0.7247
39.7923 1.9145
16.2255 1.6396
29.6663 3.8357
18.5011 1.4811
16.3012 1.4577
105.1467 3.2328
4.0936 2.6898
9.6138 3.4830
18.0070 1.1551
78.9258 18.2344
10.8606 2.4196
22.9222 1.7399
11.0851 2.2520
10.8485 2.7560
6.6683 1.3852
198.6816 2.7863
42.4266 3.4356
3.5827 1.2683
82.6602 2.2788
7.5605 2.3629
7.4099 1.0914
11.6602 2.2718
3.8867 2.5475
31.1750 1.3927
2.4623 1.4604
4.8230 2.4296
12.4128 1.5958
224.7787 6.9687
3.3418 1.5164
28.6852 2.8535
11.6091 1.7879
5.7293 2.5281
12.2476 1.9562
5.9297 1.9775
6.4125 3.6290
84.5736 2.5171
8.1850 1.5953
13.5905 2.3549
10.7681 0.9184
4.3285 0.6599
50.2864 3.9605
12.2885 1.4022
29.4557 2.3735
13.6397 1.4685
24.8057 2.8738
44.3472 3.2614
9.2208 1.3610
99.2533 2.1784
3.2897 1.3797
7.1864 2.2089
14.1317 2.8742
2.0200 1.3967
3.7630 1.5623
19.9475 2.5406
14.1960 1.3551
6.5212 3.0340
10.2856 1.1253
14.3746 1.9494
9.6519 1.0820
3.3149 3.5245
14.6461 3.2419
148.2723 6.2788
36.3375 7.7398
14.8201 1.0103
82.1756 2.8105
6.7738 1.5402
6.3867 1.1014
0.9100 1.6171
14.8589 5.1939
3.5047 1.7762
7.6416 4.2915
10.5484 4.4985
19.9159 1.6347
15.1359 1.9220
5.3426 2.0562
39.6431 9.9284
28.6256 1.8162
15.9554 2.1462
8.2598 1.3277
7.6848 1.4381
1.3116 1.2729
4.4097 1.6580
172.7024 3.1286
126.5564 3.4056
21.8045 2.8705
10.2820 2.6535
18.1199 3.0958
3.7840 1.7898
3.5549 2.0367
13.7224 2.8993
16.2349 2.3485
31.0260 2.8000
2.0121 1.0236
4.1794 1.5724
8.9810 3.5062
6.2397 1.2360
49.4781 1.8464
2.2950 1.1324
4.4534 0.9925
2.4263 1.5591
4.6233 0.8503
14.5124 1.6017
3.2442 1.4204
3.6569 1.3111
159.3872 2.6936
18.2206 1.5878
7.3510 1.2600
2.6881 1.2412
12.4393 1.2436
15.6049 1.0602
5.1117 3.2860
3.9377 1.0021
17.4212 3.0337
26.4104 2.6490
3.5945 0.7825
13.2608 1.3640
22.7902 2.3869
7.5967 1.2031
0.7621 0.7335
5.4259 1.4438
29.9072 2.3167
40.0590 3.3978
36.8572 3.6139
49.4112 9.1165
97.9911 1.7023
268.9411 12.2455
151.8655 2.3517
6.9969 3.1267
12.9024 1.7254
54.5097 2.3250
11.5510 2.6474
5.1545 2.7436
10.1296 1.0453
15.6111 1.2189
288.3128 11.7560
9.9768 2.6423
7.1040 2.1064
17.8337 2.8341
33.4179 3.2197
5.0188 1.3121
14.6133 1.3070
9.1825 1.4409
5.7435 4.6180
10.6527 2.0288
3.4017 1.3256
5.3502 2.4278
58.3620 6.5587
374.8810 2.5657
3.7309 1.9241
27.6371 2.0781
175.1382 2.3354
4.5924 2.3953
6.2303 4.1599
0.9685 1.3482
12.5135 1.8631
25.2150 1.1846
8.3054 1.6817
37.8145 3.4825
4.9506 1.3736
39.4759 3.6515
6.1800 2.4776
8.2928 1.4255
22.7082 2.1839
14.6672 1.3214
30.8644 2.4298
68.1606 1.5780
9.3606 1.5450
2.4036 1.2099
8.9909 2.7156
24.1739 2.0653
4.2925 5.0066
18.6848 2.6747
7.4163 1.7189
122.3864 1.8488
12.4418 0.6135
18.1641 2.1288
5.7149 1.4314
4.9606 0.5711
6.8830 0.7458
21.1033 1.7087
3.2666 0.7099
4.2722 0.6670
5.4530 0.9622
20.5717 1.2912
11.8292 1.1005
14.7512 1.5187
234.2403 2.9872
7.7772 0.7430
14.4335 15.7424
3.4841 1.3033
67.8761 2.0361
7.2812 1.1467
141.2415 11.4380
64.6583 2.0904
62.5615 3.4583
47.0568 3.0710
7.1397 2.4928
0.9349 1.2492
32.5634 1.9545
59.2841 1.7252
49.1012 3.0042
9.0669 1.5694
3.1664 5.0384
54.6490 2.7890
6.8922 1.3590
0.7707 0.7053
0.9629 1.8247
6.4600 2.1675
12.7714 1.2634
9.7044 1.1904
8.7506 2.1446
14.7510 1.4738
44.9853 1.8149
8.7018 1.1840
1.7919 0.8821
21.8420 1.3112
10.7125 2.8570
4.4542 11.4264
11.5303 3.1982
5.8360 1.8723
2.4942 2.3512
469.6141 3.6558
2.8519 1.4469
6.4917 11.3461
21.2235 2.6955
6.4703 1.1725
9.9267 2.8207
397.5025 6.4254
0.3525 1.0523
14.5341 1.6490
3.8137 1.4049
24.9092 1.2308
2.1047 2.6640
264.4645 2.7116
3.8556 13.1475
5.6040 1.2972
3.3855 1.3705
0.8399 0.6957
12.0229 4.3179
108.5936 1.6822
199.6651 1.4520
11.8377 1.1406
6.7916 1.1575
5.9061 1.7429
18.7547 2.1363
3.9180 0.9396
0.7699 0.8773
16.2954 2.3251
81.3147 2.0322
2.6683 1.4194
40.5289 4.0176
16.3435 2.9437
18.3963 2.3707
19.5999 2.9923
5.8235 2.5184
11.3611 2.5948
8.1051 2.2492
4.5949 1.9834
9.4528 1.6521
1.1045 1.5264
2.8001 2.2048
2.5532 1.3265
14.8162 1.5335
9.7629 1.6699
12.4121 2.2615
18.7464 2.6735
5.8267 3.5904
1.7558 1.9203
19.3294 2.1388
20.8602 5.5022
42.6342 5.2263
87.6477 4.0048
9.6173 1.9445
36.4334 2.0941
161.5151 3.0205
18.7843 2.2372
8.7962 1.4106
0.9388 1.5490
12.1628 2.7954
5.2621 1.7379
14.9744 1.3322
16.5606 3.0298
15.7496 2.3230
140.8848 1.4713
4.3703 1.4539
2.6075 2.8084
32.2962 1.8600
23.3595 2.9879
20.8343 2.4803
1.8556 14.2520
105.6546 4.4836
1.9545 2.5361
2.8922 1.5140
6.1083 1.4076
3.8349 1.4376
4.5100 1.4330
1.0456 1.3223
5.7146 1.6207
9.9460 2.8512
305.0766 7.9452
62.8693 1.9505
9.9407 2.8416
14.4360 1.5045
29.3933 2.5792
48.6303 2.5520
9.7679 2.4770
3.7012 1.6725
6.6264 2.6311
124.8282 1.9068
0.7019 0.9456
19.2528 1.4474
1.5849 0.4609
11.8952 1.2610
3.7989 1.1426
10.6817 1.8100
1.6205 1.2348
3.3880 1.6604
5.8391 1.6240
0.9299 1.2872
1.6386 1.3379
2.2483 2.4305
4.5803 2.6883
6.7669 2.5532
31.5888 2.6456
0.5588 1.3108
0.6938 0.6757
6.6855 1.4322
0.8434 1.4115
6.5661 1.5184
21.0872 11.6971
15.4340 4.3444
160.1313 5.9814
10.0555 0.8701
16.3327 1.5249
4.7885 0.5936
6.8873 0.6852
6.3927 1.3753
11.5152 2.4994
281.5633 10.0747
3.6015 2.3122
145.7881 1.6698
219.3215 6.2203
56.7771 3.2679
23.8516 2.9900
6.5111 2.7404
105.3034 3.2949
8.3138 3.7661
17.9346 2.2361
8.3716 1.9033
15.7259 3.0318
10.4300 1.2053
6.0592 1.1866
15.7798 2.1868
34.9524 20.1783
10.0456 2.2817
5.9456 1.1766
15.9211 2.6369
0.9821 36.7264
2.6418 0.5544
21.3852 2.2491
5.4122 2.8002
7.1259 1.7089
0.8272 1.2669
37.8033 2.7522
5.1921 1.1108
18.0093 6.1309
5.8977 1.1543
3.9496 2.2581
22.1843 2.9940
3.8869 1.3742
5.3749 2.2565
8.5860 1.9527
3.9051 12.6000
12.0571 1.9008
124.5247 2.7007
3.6193 1.4819
44.6997 3.0712
5.1014 2.5528
4.6123 0.5478
7.5730 0.5700
1.0019 0.8057
25.8477 2.6815
40.7156 3.0174
66.7887 2.3079
14.0349 2.3175
7.8914 12.9777
5.4772 1.7368
73.7575 3.4237
8.5627 1.8098
48.8878 3.1316
2.4215 1.7244
5.8338 3.1823
3.5794 0.7751
0.8623 0.9743
42.1917 2.6532
8.0277 9.9821
1.5691 1.6255
125.6027 2.6536
21.9640 2.3613
3.4239 1.1897
96.9151 2.2670
3.9073 0.8207
2.6843 13.1658
47.7052 2.9235
16.9234 3.4676
43.0341 2.5377
13.5631 2.1492
13.4959 1.7845
110.4614 2.3086
27.4784 1.2429
6.2457 1.0704
4.1820 2.3840
10.3291 6.3582
5.5086 1.5038
51.5736 2.4031
4.7329 1.1573
13.1828 1.7914
6.1101 0.9484
16.0923 1.0511
28.9060 0.8421
3.1487 2.7174
20.9975 2.4852
8.6893 2.4431
8.0880 2.6778
3.7043 1.9224
1.3320 0.8990
32.3762 2.3889
92.7297 2.9740
1.7911 1.1651
24.5872 2.8905
15.7738 2.5993
16.0505 0.7712
12.5325 3.7631
3.3880 1.0095
13.1972 3.4899
33.6529 2.5457
11.3884 2.1608
50.6984 2.5404
147.3864 2.7828
26.7575 2.6154
1.9316 2.2522
5.0326 3.0687
5.8389 1.1701
3.0241 12.4139
25.9421 2.6235
3.5841 4.9040
11.8695 1.4897
17.9774 2.1531
36.9250 3.1174
8.1153 3.2065
16.0046 1.9816
4.4445 1.7299
7.0390 3.0743
2.1319 1.3868
18.0541 1.5604
32.0274 1.1846
88.0710 2.2821
6.7741 2.1303
17.8160 3.4874
105.0144 2.5680
13.7121 2.2588
4.8808 1.2674
180.9217 2.5776
34.8537 2.6925
3.7508 4.6224
45.1260 2.2578
11.5706 1.1867
15.0540 1.6047
1.7461 0.4878
3.1269 2.0130
5.4955 1.3622
1.9851 1.0910
0.9004 0.7673
14.7075 1.9228
8.3609 3.0964
4.5514 1.0736
24.4003 2.5379
3.2543 1.5043
91.3514 1.7063
30.5232 18.1038
2.5839 0.6578
4.3419 0.7981
22.7144 3.1648
4.5855 2.5967
47.9037 2.8020
0.6900 0.7581
105.9566 4.4898
5.0827 1.4440
15.1703 2.4970
1.6442 1.1896
26.2347 2.7867
39.4575 2.8291
10.3014 1.4405
2.7296 1.3750
3.5965 1.4971
2.2980 1.1211
2.3775 0.5722
20.1891 1.6412
55.1864 2.9248
8.4865 1.5822
5.8256 1.2054
11.8150 3.6360
4.6627 4.0313
10.2171 1.2550
39.3999 2.4733
52.9715 28.8720
9.3395 1.8186
5.8706 1.4972
20.5527 2.4867
9.5767 2.3966
96.6782 2.7430
37.9457 2.4488
1.7294 1.7689
4.1801 3.3370
51.8469 8.4761
284.7186 2.0295
28.1226 0.9627
4.1598 0.9201
45.9024 1.2696
9.0342 1.9262
77.4799 5.4926
68.9584 1.1238
3.7403 1.3826
39.7528 2.3229
11.6821 1.6457
11.3744 29.1870
16.4869 26.5004
10.0416 2.8389
18.3697 3.4193
2.7959 1.5889
5.6906 2.9667
46.4064 2.6233
5.7532 2.4981
17.9559 1.8653
14.7402 2.1798
16.0987 1.6119
27.4956 2.9757
3.5755 0.7484
3.5047 0.6975
10.0888 4.5526
28.0819 3.5108
3.9370 3.2442
9.8032 2.6435
13.9307 1.4162
56.4758 3.2566
92.8750 2.6765
134.4786 9.1725
284.0718 5.5437
10.9947 1.8589
40.1098 3.2488
53.5990 2.4512
59.6584 3.0089
16.3014 2.6074
16.2960 1.8637
21.3474 2.7232
7.8110 1.1552
3.2687 13.9721
6.9913 1.8130
0.5774 1.4539
19.6564 2.9198
1.3868 46.4321
0.6631 1.8902
19.7384 1.6141
9.1762 1.6570
6.4944 1.6131
9.3282 0.7017
120.0188 5.6625
5.9596 0.9281
11.4769 1.4258
1.6819 1.3479
2.2530 1.3370
35.0119 2.8336
22.0640 2.8447
7.7179 0.9646
8.8304 1.4158
27.6651 2.4335
1.7398 0.9776
12.7580 1.3692
25.0985 1.4576
5.4703 1.0577
16.0766 2.4357
39.3136 2.0061
2.4423 0.9849
1.1965 1.2716
4.0967 1.4468
6.5033 1.6972
9.9564 28.3627
1.0638 1.2212
12.0622 1.5148
12.7064 2.5349
4.5780 1.0247
7.3369 1.6312
58.6018 2.1395
87.4884 2.3047
10.3117 1.3116
16.1457 2.4260
27.4536 0.9307
5.2869 0.4998
7.0713 0.6175
7.9643 2.1037
117.0402 2.2498
24.6148 3.5200
42.9497 2.4993
11.1916 1.6210
1.4112 1.4996
17.1465 2.8278
59.6222 3.2440
17.4239 2.8111
1.9623 0.6768
7.1894 11.0299
3.4363 1.9000
14.8638 2.4191
5.6525 0.8804
25.7458 1.6469
59.9812 2.6727
20.9526 1.3196
1.2603 3.1893
3.2953 1.0974
5.2544 1.2642
10.9403 1.9474
11.3494 2.4830
18.6435 2.2181
3.1329 1.4373
5.9250 3.2639
3.7706 15.0857
0.5829 7.3116
7.0876 1.7932
6.8108 42.7859
2.5081 3.1822
0.6892 1.4570
15.9956 0.9990
34.2112 1.1085
7.6263 1.1641
2.3523 1.2190
55.8221 1.9505
13.2141 3.0233
2.5226 27.2248
1.1512 1.4284
13.2853 2.6244
4.2927 0.6763
7.0539 2.3438
18.7942 2.8027
6.7389 1.7271
7.6747 2.7629
9.0710 2.4495
10.3393 2.5561
13.2869 2.3887
163.6924 2.8243
3.4386 0.5881
38.5052 2.6085
3.0327 0.6236
17.6717 2.7810
3.6875 6.5691
8.5021 0.7449
2.0054 0.9146
2.9051 0.8092
3.4462 0.9956
4.2889 0.8075
5.4310 0.9316
6.3056 0.9811
6.8732 13.5947
10.9373 2.9585
2.9714 1.8693
6.0573 2.3759
17.9908 1.8131
4.2216 3.6763
20.1604 1.7406
10.9458 2.6880
28.9869 2.5622
5.0351 1.5438
94.8863 4.0197
4.4698 2.2141
0.6641 1.2428
2.9365 1.5199
8.0150 1.5833
3.7847 0.6971
19.5856 3.1490
7.3437 2.1646
1.0039 1.6560
16.5497 2.5403
3.5247 1.2590
11.0068 1.4744
9.2736 2.5431
1.4509 1.0434
158.6862 3.3409
2.3445 0.9789
12.6991 2.2998
37.5142 2.3483
19.7829 2.2778
10.6982 1.8894
14.3628 2.8181
3.1076 0.7337
7.0106 1.4993
2.7359 1.6933
6.4002 2.7294
15.3130 2.2743
8.1809 2.0392
6.0293 2.7176
2.6851 1.3046
1.5741 0.8979
20.9253 1.2925
289.8639 2.2468
31.6085 2.0244
18.4279 2.1591
17.3079 2.4926
2.0923 1.4416
52.8146 2.3309
65.6484 2.3954
3.9411 1.6418
5.3496 2.4674
8.1091 1.2600
11.0082 2.4145
92.7506 2.0930
0.8681 1.9497
2.1866 0.8853
10.8119 1.3792
8.6001 4.1138
13.1514 1.6764
1.4857 14.3213
0.7629 1.1267
47.1612 2.2831
34.0968 1.8180
8.3078 2.2865
1.6829 0.9927
34.1732 2.2272
8.5275 1.3075
2.2047 16.4568
2.7160 0.9583
16.7818 2.1911
6.4544 2.6871
4.9968 2.7729
3.7886 1.2710
51.3283 3.1887
83.5782 2.7838
8.4069 1.0591
12.3765 2.6667
9.3406 0.8871
3.5958 2.4192
12.1258 1.8131
19.9866 3.0584
55.6396 3.2215
2.6338 1.3522
6.1867 1.1852
7.6176 0.9631
5.6001 1.6100
4.5973 1.6788
4.7309 1.4410
4.8878 4.7303
174.7303 2.7361
201.1187 2.3454
117.9311 11.8302
12.0999 1.0780
5.3638 0.8939
66.6434 3.6963
214.3117 10.5310
54.4184 2.8936
9.4880 2.3129
147.2817 2.8889
56.3541 2.9676
82.4016 2.2886
19.8991 20.9330
4.7671 1.1202
1.2842 1.2143
9.3365 2.4011
18.8702 2.3990
46.9027 2.2122
8.2948 2.7911
440.1740 5.1226
2.1685 1.7885
2.5256 2.3046
37.5383 2.4099
2.0533 1.2977
1.7963 1.2712
29.2215 1.9183
3.4681 1.3689
5.9143 1.3916
5.2634 3.8184
29.4858 1.9597
8.0713 1.6699
34.0608 2.9235
83.4888 2.9060
11.0943 4.6315
2.5666 1.8868
4.1344 3.2909
4.8203 1.3627
31.0326 2.7170
3.2347 12.8825
14.7492 3.0020
3.1800 1.5897
4.9014 1.7722
7.9583 1.1005
4.6996 1.6264
7.1707 2.5535
4.8538 1.6249
6.4803 1.2232
84.7043 3.5258
4.6449 0.7342
3.1208 15.0340
5.8909 1.6579
3.1706 1.4730
16.0686 4.9827
41.1971 3.3420
6.2530 2.2928
205.3850 2.2972
6.9126 0.6880
31.2546 2.6480
18.6052 2.2522
11.7761 2.7573
5.1886 1.3288
8.0413 1.7126
6.8464 1.7555
57.7737 2.3975
16.5431 2.0493
25.3737 2.5589
328.2399 11.7102
4.0305 4.7733
5.1990 1.2104
2.4650 0.7211
81.1699 3.8087
62.8920 2.3599
11.6790 3.8950
1.2085 1.5320
5.4043 2.6600
20.3424 2.4773
44.8521 2.8772
10.5584 1.0680
4.9776 1.3256
6.9880 1.0520
2.0241 1.7664
41.8088 1.5240
4.7617 2.5048
16.0131 2.6017
16.1753 3.0224
11.0461 1.9213
3.7039 0.9884
13.1190 3.2043
15.0551 1.5958
2.9272 1.2865
38.2855 1.7718
6.8860 2.6818
39.3094 2.9537
34.1889 3.0120
7.7943 14.3644
32.6288 3.2982
91.7729 2.0824
4.1574 1.0939
13.3515 4.7114
240.5714 3.3321
205.9121 5.5484
7.1930 1.8784
10.4464 3.4697
40.7150 3.4968
3.7202 0.8801
3.3119 10.1857
1.8171 1.6113
15.3788 1.3793
21.1285 1.3481
44.5647 3.4005
96.4552 5.3377
1.8987 1.1635
2.8202 2.6856
1.8343 1.6413
14.3052 2.9322
9.1818 2.0899
29.8849 2.7496
345.1592 7.9688
23.9211 2.6411
2.5866 1.5097
1.0781 0.8799
12.3102 1.4944
25.1934 1.9250
12.6911 1.9768
31.7198 2.3762
2.7882 0.9591
4.1383 1.0570
21.2172 3.0172
12.9249 2.5624
3.9309 1.2833
7.6301 1.4815
150.0222 32.2395
38.8687 2.7824
74.9285 6.3162
3.6008 1.1856
5.7272 1.2233
9.9911 1.4634
12.2537 1.3091
58.1260 1.7267
33.7889 2.8479
2.1282 0.6968
25.3842 2.0436
41.7460 2.4510
4.3017 2.2524
1.8779 0.8795
4.9593 11.7948
10.7781 1.4453
287.3340 2.4707
7.9400 1.2616
4.4988 2.5420
10.4755 2.3245
22.9289 2.2949
77.4737 2.9022
47.0323 1.6136
124.4197 5.0406
48.4313 2.6021
19.9778 1.4276
1.2920 15.2145
5.9074 6.4724
81.4163 5.5520
1.5540 1.6646
34.2595 2.5190
7.6502 2.4117
28.5112 3.3634
11.3227 1.6741
14.4274 1.7241
0.5374 1.0305
42.9929 3.1675
88.5119 4.4948
2.0539 2.2871
34.4360 2.3305
1.2896 1.3072
207.2464 1.4599
4.5016 0.6785
4.4849 1.3108
13.8214 2.5511
30.9507 1.7549
3.4105 1.2278
5.7046 0.9497
19.8079 2.0492
1.3675 0.7945
5.8943 0.7451
5.3988 2.3171
9.6051 0.9571
1.9997 0.9543
5.2487 2.7881
38.1314 1.9989
7.1689 1.6020
100.8284 4.2464
6.5319 3.0140
51.3013 2.1455
2.8800 0.7664
25.3690 1.5016
12.0036 1.1034
8.5070 1.5713
4.3736 1.1800
7.8688 1.3589
4.9428 13.3308
77.2545 6.0175
26.7840 1.4605
57.3892 1.7211
16.4793 1.7969
13.7513 1.7948
2.5086 1.3815
5.4191 1.4931
30.3604 10.9190
8.3539 2.3078
12.9906 1.9482
0.9279 1.7789
20.0545 2.8086
30.0899 2.4027
6.8498 1.9492
10.0608 2.8448
4.1255 5.3380
4.7903 1.0572
45.0910 3.1056
3.5323 1.4628
6.9336 1.4291
5.6538 2.3010
2.9419 1.1571
2.8165 12.3090
168.8111 1.6828
124.9164 3.3997
210.6015 7.7600
331.6002 10.9787
59.7371 2.8634
7.0082 1.3013
8.7198 1.5427
91.9398 2.6440
2.4706 14.3179
22.1269 1.9778
6.2216 1.7578
4.2810 2.6600
5.0373 1.6440
1.9169 0.7651
31.3352 2.3941
10.4584 1.0884
4.7986 2.5157
3.2175 11.3939
75.2121 2.3579
38.3776 2.6400
2.6158 1.3285
6.6476 1.3344
1.2369 1.5731
7.0799 1.1688
8.4635 2.4600
16.0075 3.0595
27.0824 3.3249
0.9385 1.3354
10.1058 1.1864
5.3174 1.7903
9.4342 5.7581
35.9683 2.6447
3.7656 20.1197
5.7839 1.8728
2.7879 0.9180
46.3002 2.2258
7.0173 1.6810
0.6693 1.1664
41.9935 2.2819
13.9795 2.0102
34.2075 1.1264
4.3854 1.1764
51.8098 2.6552
5.7051 1.2186
6.9425 1.4624
1.2196 1.5226
9.4061 1.2624
5.7591 0.9001
2.7626 1.1200
5.0536 1.0876
4.9033 2.3582
82.5344 2.7393
18.0242 1.9870
81.7380 2.1323
1.8271 3.1814
3.9466 1.5723
7.2056 0.8352
14.5326 2.1582
5.5935 1.2054
18.1148 2.5975
13.6462 2.2898
62.1386 2.9334
24.3524 1.3139
5.9422 1.0664
2.5146 1.2616
142.7029 2.1006
27.5721 2.1914
4.9196 2.9798
70.6983 1.7488
13.8174 1.8438
41.8855 2.9600
1.2170 1.4341
18.8263 2.6937
9.7715 12.7192
3.0529 1.1150
9.0332 1.8523
20.5498 4.4466
33.0407 2.6023
3.9328 1.6500
62.3031 3.3549
9.9195 1.4518
12.7622 2.7873
38.7147 2.3029
4.5444 2.6362
5.8660 1.8016
466.0053 5.9738
16.4581 1.8933
5.9437 0.8778
23.9107 2.6809
0.9849 0.9993
16.3848 2.0157
36.4455 2.0105
7.8774 2.1736
177.6682 2.3473
2.7073 1.3081
49.6075 2.6107
2.4166 0.9260
122.8799 2.7115
40.0306 1.9869
130.1768 8.9875
45.1554 6.5851
85.3177 5.4605
8.7104 4.4429
37.8154 1.1941
53.5782 1.1500
28.8624 2.5374
4.4380 19.5454
199.8392 30.1265
11.6044 1.4078
208.5487 2.1285
3.6390 1.2610
6.1178 1.0599
3.7287 5.9343
5.0566 1.5569
12.7373 0.8938
3.1379 1.3941
4.3021 2.2831
12.9413 2.0841
2.2434 2.3110
3.6930 2.3591
5.7094 2.0472
7.6843 3.5027
9.1331 1.6272
0.8400 1.4552
0.8375 1.4881
45.2942 2.3495
5.6518 1.8568
24.7965 2.6905
18.0938 2.2225
2.3374 2.3210
7.2407 19.2999
65.4268 2.6577
2.7580 1.6900
12.9849 2.0758
8.8393 1.5840
3.0091 1.2193
10.0438 2.9715
15.1623 3.1518
27.9041 2.2150
56.4151 2.9265
6.0633 1.5982
6.5876 1.2089
2.3148 0.5860
0.9038 1.0904
9.7537 1.7032
3.2433 13.6313
21.3588 2.5434
15.9314 2.0146
3.5681 1.3115
12.2706 1.5217
1.5432 1.3039
20.6842 4.1447
9.8258 3.3547
17.2052 2.4423
1.0900 1.0054
14.0925 1.7642
10.0652 1.9980
19.2715 2.0257
10.3497 1.5129
15.6775 1.4989
25.2100 1.0045
5.5993 1.2886
12.3936 2.8143
5.4746 1.2598
2.4629 0.6195
79.3341 1.6931
3.6899 2.4730
4.3395 1.6781
25.3029 3.7489
12.1308 1.4856
5.6136 1.3033
8.0051 1.3995
17.2923 2.4540
8.9813 8.4365
91.5007 1.7741
5.7796 1.7793
71.1066 1.1086
3.7444 1.2461
3.3518 2.3157
0.9123 1.1337
53.3577 2.6502
4.7540 2.1620
8.9251 2.5431
6.4229 2.0329
20.5514 1.5933
2.0323 1.8485
62.6826 26.5345
40.4286 3.2715
5.3498 1.5932
33.2407 1.5576
7.2510 0.9400
18.5558 3.5017
0.5970 1.3369
12.6550 1.0585
33.3857 2.5805
43.3976 1.4602
69.7264 12.5004
11.3794 4.2514
4.4312 3.4999
2.8326 1.5227
76.1363 5.0356
26.3943 3.1358
22.1833 2.9518
3.2476 1.3768
0.7649 0.9257
56.3586 4.4630
17.0678 2.0386
12.4606 1.1082
20.5533 3.0266
11.9402 2.0036
15.6458 2.4882
12.9139 3.3191
1.3020 1.4975
60.4183 2.4950
8.4724 2.7404
1.9022 4.6140
11.9297 3.9040
5.1867 2.5257
2.8062 1.5829
4.7682 0.5695
2.0496 1.1790
21.9805 0.8322
0.6536 24.3127
21.3002 3.3707
1.4070 1.1103
8.0473 3.9010
12.6362 1.1302
200.7198 2.5460
282.5256 9.3729
31.8276 1.8754
1.8479 2.0108
7.6588 2.1223
38.4788 12.2635
2.4958 24.4883
0.6364 1.2130
82.3000 1.5183
36.9000 2.1537
3.5000 0.6922
34.2000 1.6815
133.1000 1.6143
2.7000 0.6660
23.5000 0.9417
84.6000 1.8208
